Biosample ID	Sample name	Sex	Population name	Superpopulation code	Superpopulation name
SAME123433	NA20849	female	Gujarati	SAS	South Asian Ancestry
SAME125364	NA20800	female	Toscani	EUR	European Ancestry
SAME123245	NA20851	female	Gujarati	SAS	South Asian Ancestry
SAME124597	NA20355	female	African Ancestry SW	AFR	African Ancestry
SAME123247	NA20856	female	Gujarati	SAS	South Asian Ancestry
SAME124788	NA20362	male	African Ancestry SW	AFR	African Ancestry
SAME123616	NA20279	male	African Ancestry SW	AFR	African Ancestry
SAME124951	NA20413	male	African Ancestry SW	AFR	African Ancestry
SAME124584	NA20281	male	African Ancestry SW	AFR	African Ancestry
SAME124358	NA20502	female	Toscani	EUR	European Ancestry
SAME124195	NA20337	female	African Ancestry SW	AFR	African Ancestry
SAME124361	NA20507	female	Toscani	EUR	European Ancestry
SAME124404	NA20344	female	African Ancestry SW	AFR	African Ancestry
SAME124163	NA20538	male	Toscani	EUR	European Ancestry
SAME124406	NA20349	male	African Ancestry SW	AFR	African Ancestry
SAME125148	NA20540	female	Toscani	EUR	European Ancestry
SAME123805	NA20863	male	Gujarati	SAS	South Asian Ancestry
SAME122866	NA20588	male	Toscani	EUR	European Ancestry
SAME123800	NA20868	female	Gujarati	SAS	South Asian Ancestry
SAME124173	NA20754	male	Toscani	EUR	European Ancestry
SAME122839	NA20870	male	Gujarati	SAS	South Asian Ancestry
SAME125094	NA20759	male	Toscani	EUR	European Ancestry
SAME123596	NA20875	female	Gujarati	SAS	South Asian Ancestry
SAME124363	NA20761	female	Toscani	EUR	European Ancestry
SAME124184	NA21114	male	Gujarati	SAS	South Asian Ancestry
SAME124558	NA20514	female	Toscani	EUR	European Ancestry
SAME123584	NA21119	male	Gujarati	SAS	South Asian Ancestry
SAME123179	NA20519	male	Toscani	EUR	European Ancestry
SAME123163	NA21121	female	Gujarati	SAS	South Asian Ancestry
SAME124018	NA20521	male	Toscani	EUR	European Ancestry
SAME124026	NA21126	male	Gujarati	SAS	South Asian Ancestry
SAME124014	NA20526	female	Toscani	EUR	European Ancestry
SAME122917	NA20907	female	Gujarati	SAS	South Asian Ancestry
SAME124172	NA20533	female	Toscani	EUR	European Ancestry
SAME123138	NA21087	male	Gujarati	SAS	South Asian Ancestry
SAME124194	NA20336	female	African Ancestry SW	AFR	African Ancestry
SAME123317	NA21094	male	Gujarati	SAS	South Asian Ancestry
SAME124397	NA20343	male	African Ancestry SW	AFR	African Ancestry
SAME123667	NA20894	female	Gujarati	SAS	South Asian Ancestry
SAME124407	NA20348	male	African Ancestry SW	AFR	African Ancestry
SAME123140	NA20899	female	Gujarati	SAS	South Asian Ancestry
SAME124595	NA20350	male	African Ancestry SW	AFR	African Ancestry
SAME122922	NA20902	female	Gujarati	SAS	South Asian Ancestry
SAME123804	NA20862	female	Gujarati	SAS	South Asian Ancestry
SAME123325	NA21099	male	Gujarati	SAS	South Asian Ancestry
SAME123809	NA20867	male	Gujarati	SAS	South Asian Ancestry
SAME124438	NA21102	female	Gujarati	SAS	South Asian Ancestry
SAME123597	NA20874	female	Gujarati	SAS	South Asian Ancestry
SAME124435	NA21107	male	Gujarati	SAS	South Asian Ancestry
SAME123594	NA20879	female	Gujarati	SAS	South Asian Ancestry
SAME123882	NA20882	female	Gujarati	SAS	South Asian Ancestry
SAME124531	NA20881	female	Gujarati	SAS	South Asian Ancestry
SAME123879	NA20887	male	Gujarati	SAS	South Asian Ancestry
SAME123878	NA20886	female	Gujarati	SAS	South Asian Ancestry
SAME125361	NA20805	male	Toscani	EUR	European Ancestry
SAME125190	NA20812	male	Toscani	EUR	European Ancestry
SAME123831	NA21133	male	Gujarati	SAS	South Asian Ancestry
SAME123077	NA20829	male	Toscani	EUR	European Ancestry
SAME122893	NA20831	male	Toscani	EUR	European Ancestry
SAME123246	NA20850	male	Gujarati	SAS	South Asian Ancestry
SAME124038	NA21137	female	Gujarati	SAS	South Asian Ancestry
SAME124511	NA21144	female	Gujarati	SAS	South Asian Ancestry
SAME123668	NA20893	female	Gujarati	SAS	South Asian Ancestry
SAME123141	NA20898	male	Gujarati	SAS	South Asian Ancestry
SAME122919	NA20901	male	Gujarati	SAS	South Asian Ancestry
SAME122918	NA20906	female	Gujarati	SAS	South Asian Ancestry
SAME124181	NA21113	male	Gujarati	SAS	South Asian Ancestry
SAME123585	NA21118	male	Gujarati	SAS	South Asian Ancestry
SAME124028	NA21120	female	Gujarati	SAS	South Asian Ancestry
SAME124025	NA21125	female	Gujarati	SAS	South Asian Ancestry
SAME123324	NA21098	male	Gujarati	SAS	South Asian Ancestry
SAME124441	NA21101	female	Gujarati	SAS	South Asian Ancestry
SAME124434	NA21106	female	Gujarati	SAS	South Asian Ancestry
SAME123139	NA21086	female	Gujarati	SAS	South Asian Ancestry
SAME123323	NA21093	male	Gujarati	SAS	South Asian Ancestry
SAME124590	HG00157	male	British	EUR	European Ancestry
SAME124961	HG00171	female	Finnish	EUR	European Ancestry
SAME124956	HG00176	female	Finnish	EUR	European Ancestry
SAME123642	HG00183	male	Finnish	EUR	European Ancestry
SAME123641	HG00188	male	Finnish	EUR	European Ancestry
SAME123856	HG00190	male	Finnish,Finnish	EUR	European Ancestry,West Eurasia (SGDP)
SAME124123	HG00234	male	British	EUR	European Ancestry
SAME123947	HG00107	male	British	EUR	European Ancestry
SAME125343	HG00114	male	British	EUR	European Ancestry
SAME125348	HG00119	male	British	EUR	European Ancestry
SAME122873	HG00121	female	British	EUR	European Ancestry
SAME122872	HG00126	male	British,English	EUR	European Ancestry,West Eurasia (SGDP)
SAME123062	HG00133	female	British	EUR	European Ancestry
SAME123059	HG00138	male	British	EUR	European Ancestry
SAME124396	HG00140	male	British	EUR	European Ancestry
SAME124391	HG00145	male	British	EUR	European Ancestry
SAME124593	HG00152	male	British	EUR	European Ancestry
SAME123271	HG00099	female	British	EUR	European Ancestry
SAME123945	HG00102	female	British	EUR	European Ancestry
SAME123362	HG00501	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123526	HG00513	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123242	HG00525	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125268	HG00532	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124345	HG00537	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124086	HG00544	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124252	HG00551	female	Puerto Rican	AMR	American Ancestry
SAME125005	HG00594	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME1839802	HG00599	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125373	HG00607	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME125195	HG00614	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125193	HG00619	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123082	HG00621	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124130	HG00239	female	British	EUR	European Ancestry
SAME123219	HG00246	male	British	EUR	European Ancestry
SAME123051	HG00253	female	British	EUR	European Ancestry
SAME123057	HG00258	female	British	EUR	European Ancestry
SAME123582	HG00260	male	British	EUR	European Ancestry
SAME123579	HG00265	male	British	EUR	European Ancestry
SAME123159	HG00405	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME122812	HG00429	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME125262	HG00436	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124920	HG00443	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124200	HG00448	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME125167	HG00450	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123343	HG00474	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123334	HG00479	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124339	HG00311	male	Finnish	EUR	European Ancestry
SAME123795	HG00323	female	Finnish	EUR	European Ancestry
SAME123799	HG00328	female	Finnish	EUR	European Ancestry
SAME123985	HG00330	female	Finnish	EUR	European Ancestry
SAME123982	HG00335	male	Finnish	EUR	European Ancestry
SAME124924	HG00342	male	Finnish	EUR	European Ancestry
SAME125127	HG00359	female	Finnish	EUR	European Ancestry
SAME124538	HG00361	female	Finnish	EUR	European Ancestry
SAME124541	HG00366	male	Finnish	EUR	European Ancestry
SAME124749	HG00373	female	Finnish	EUR	European Ancestry
SAME124745	HG00378	female	Finnish	EUR	European Ancestry
SAME123031	HG00380	female	Finnish	EUR	European Ancestry
SAME125342	HG00113	male	British	EUR	European Ancestry
SAME123420	HG00272	female	Finnish	EUR	European Ancestry
SAME125347	HG00118	female	British	EUR	European Ancestry
SAME123423	HG00277	male	Finnish	EUR	European Ancestry
SAME122874	HG00120	female	British	EUR	European Ancestry
SAME122835	HG00284	male	Finnish	EUR	European Ancestry
SAME122869	HG00125	female	British	EUR	European Ancestry
SAME1840118	HG00304	female	Finnish	EUR	European Ancestry
SAME123272	HG00098	male	British	EUR	European Ancestry
SAME124160	HG00309	female	Finnish	EUR	European Ancestry
SAME125153	HG00101	male	British	EUR	European Ancestry
SAME123971	HG00556	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123948	HG00106	female	British	EUR	European Ancestry
SAME124830	HG00582	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123252	HG00652	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123255	HG00657	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123814	HG00664	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123604	HG00671	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123892	HG00683	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME1839489	HG01092	female	Puerto Rican	AMR	American Ancestry
SAME122924	HG01097	male	Puerto Rican	AMR	American Ancestry
SAME123676	HG01100	female	Puerto Rican	AMR	American Ancestry
SAME123673	HG01105	female	Puerto Rican	AMR	American Ancestry
SAME123485	HG01112	male	Colombian	AMR	American Ancestry
SAME123078	HG00626	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123652	HG00638	female	Puerto Rican	AMR	American Ancestry
SAME123434	HG00640	male	Puerto Rican	AMR	American Ancestry
SAME125126	HG00358	male	Finnish	EUR	European Ancestry
SAME123686	HG00690	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124539	HG00360	male	Finnish,Finnish	EUR	European Ancestry,West Eurasia (SGDP)
SAME122933	HG00703	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124542	HG00365	female	Finnish	EUR	European Ancestry
SAME122940	HG00708	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124748	HG00372	male	Finnish	EUR	European Ancestry
SAME123166	HG01047	male	Puerto Rican	AMR	American Ancestry
SAME124752	HG00377	female	Finnish	EUR	European Ancestry
SAME123663	HG01054	male	Puerto Rican	AMR	American Ancestry
SAME123034	HG00384	female	Finnish	EUR	European Ancestry
SAME122821	HG01061	female	Puerto Rican	AMR	American Ancestry
SAME123158	HG00404	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124294	HG01066	male	Puerto Rican	AMR	American Ancestry
SAME123525	HG00512	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124095	HG01073	female	Puerto Rican	AMR	American Ancestry
SAME123724	HG00524	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME125333	HG01080	female	Puerto Rican	AMR	American Ancestry
SAME125381	HG00531	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125391	HG01085	male	Puerto Rican	AMR	American Ancestry
SAME124344	HG00536	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124053	HG01124	male	Colombian	AMR	American Ancestry
SAME122857	HG00543	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME1839985	HG01131	female	Colombian	AMR	American Ancestry
SAME124953	HG00447	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123889	HG01136	male	Colombian	AMR	American Ancestry
SAME125269	HG00459	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123016	HG00734	female	Puerto Rican	AMR	American Ancestry
SAME123338	HG00473	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125113	HG00739	male	Puerto Rican	AMR	American Ancestry
SAME123335	HG00478	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124833	HG00741	female	Puerto Rican	AMR	American Ancestry
SAME124617	HG00480	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123549	HG00866	male	Dai Chinese	EAS	East Asian Ancestry
SAME123363	HG00500	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123524	HG01028	male	Dai Chinese	EAS	East Asian Ancestry
SAME123575	HG00269	female	Finnish	EUR	European Ancestry
SAME124424	HG01148	male	Colombian	AMR	American Ancestry
SAME123417	HG00271	male	Finnish	EUR	European Ancestry
SAME124216	HG01150	female	Colombian	AMR	American Ancestry
SAME123424	HG00276	female	Finnish	EUR	European Ancestry
SAME1839707	HG01162	female	Puerto Rican	AMR	American Ancestry
SAME1839246	HG00288	female	Finnish	EUR	European Ancestry
SAME124798	HG01167	male	Puerto Rican	AMR	American Ancestry
SAME1839057	HG00290	male	Finnish	EUR	European Ancestry
SAME124619	HG01174	female	Puerto Rican	AMR	American Ancestry
SAME124289	HG01376	female	Colombian	AMR	American Ancestry
SAME124161	HG00308	male	Finnish	EUR	European Ancestry
SAME122971	HG01383	male	Colombian	AMR	American Ancestry
SAME124338	HG00310	male	Finnish	EUR	European Ancestry
SAME122805	HG01390	female	Colombian	AMR	American Ancestry
SAME123061	HG00132	female	British	EUR	European Ancestry
SAME1840207	HG01395	male	Puerto Rican	AMR	American Ancestry
SAME123066	HG00137	female	British	EUR	European Ancestry
SAME125057	HG01249	female	Puerto Rican	AMR	American Ancestry
SAME124392	HG00144	female	British	EUR	European Ancestry
SAME125282	HG01251	female	Colombian	AMR	American Ancestry
SAME124387	HG00149	male	British	EUR	European Ancestry
SAME125287	HG01256	male	Colombian	AMR	American Ancestry
SAME124592	HG00151	male	British	EUR	European Ancestry
SAME124686	HG01352	female	Colombian	AMR	American Ancestry
SAME123276	HG00156	male	British	EUR	European Ancestry
SAME124681	HG01357	female	Colombian	AMR	American Ancestry
SAME124335	HG00315	female	Finnish	EUR	European Ancestry
SAME123791	HG00327	female	Finnish	EUR	European Ancestry
SAME1839124	HG01369	female	Colombian	AMR	American Ancestry
SAME123981	HG00334	female	Finnish	EUR	European Ancestry
SAME124972	HG01439	female	Colombian	AMR	American Ancestry
SAME123991	HG00339	female	Finnish	EUR	European Ancestry
SAME123236	HG01441	female	Colombian	AMR	American Ancestry
SAME124922	HG00341	male	Finnish	EUR	European Ancestry
SAME125264	HG00346	female	Finnish	EUR	European Ancestry
SAME123002	HG01275	female	Colombian	AMR	American Ancestry
SAME125120	HG00353	female	Finnish	EUR	European Ancestry
SAME1840038	HG01302	male	Puerto Rican	AMR	American Ancestry
SAME1840026	HG00409	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME1839598	HG01326	female	Puerto Rican	AMR	American Ancestry
SAME124863	HG01345	female	Colombian	AMR	American Ancestry
SAME122810	HG00423	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125228	HG01198	female	Puerto Rican	AMR	American Ancestry
SAME122811	HG00428	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124295	HG01206	male	Puerto Rican	AMR	American Ancestry
SAME124912	HG00442	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME1839867	HG01403	female	Puerto Rican	AMR	American Ancestry
SAME124131	HG00238	female	British	EUR	European Ancestry
SAME123221	HG00240	female	British	EUR	European Ancestry
SAME124945	HG01504	female	Iberian,Spanish	EUR	European Ancestry,West Eurasia (SGDP)
SAME123218	HG00245	female	British	EUR	European Ancestry
SAME124940	HG01509	male	Iberian	EUR	European Ancestry
SAME123052	HG00252	male	British	EUR	European Ancestry
SAME124770	HG01511	female	Iberian	EUR	European Ancestry
SAME123047	HG00257	female	British	EUR	European Ancestry
SAME124773	HG01516	female	Iberian	EUR	European Ancestry
SAME123578	HG00264	male	British	EUR	European Ancestry
SAME125226	HG01597	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME123643	HG00182	male	Finnish	EUR	European Ancestry
SAME123456	HG01600	female	Kinh,Kinh Vietnamese	EAS	East Asia (SGDP),East Asian Ancestry
SAME123646	HG00187	male	Finnish	EUR	European Ancestry
SAME123459	HG01605	female	Iberian	EUR	European Ancestry
SAME124127	HG00233	female	British	EUR	European Ancestry
SAME125399	HG00733	female	Puerto Rican	AMR	American Ancestry
SAME123972	HG01489	female	Colombian	AMR	American Ancestry
SAME125368	HG00738	male	Puerto Rican	AMR	American Ancestry
SAME124140	HG01491	male	Colombian	AMR	American Ancestry
SAME124834	HG00740	female	Puerto Rican	AMR	American Ancestry
SAME124133	HG01496	female	Colombian	AMR	American Ancestry
SAME123966	HG00651	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124564	HG01566	female	Peruvian	AMR	American Ancestry
SAME123233	HG00656	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124347	HG01573	female	Peruvian	AMR	American Ancestry
SAME123813	HG00663	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124351	HG01578	female	Peruvian	AMR	American Ancestry
SAME1840076	HG00675	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123625	HG01612	female	Iberian	EUR	European Ancestry
SAME123154	HG00694	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123630	HG01617	male	Iberian	EUR	European Ancestry
SAME123165	HG00699	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123840	HG01624	male	Iberian	EUR	European Ancestry
SAME122934	HG00702	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125322	HG01523	male	Iberian	EUR	European Ancestry
SAME122929	HG00707	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME125329	HG01528	female	Iberian	EUR	European Ancestry
SAME125012	HG00593	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME125137	HG01530	male	Iberian	EUR	European Ancestry
SAME1839713	HG00598	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123286	HG01674	male	Iberian	EUR	European Ancestry
SAME125196	HG00613	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME123293	HG01679	female	Iberian	EUR	European Ancestry
SAME123081	HG00620	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME124655	HG01681	female	Iberian	EUR	European Ancestry
SAME122856	HG00555	female	Puerto Rican	AMR	American Ancestry
SAME123836	HG01629	male	Iberian	EUR	European Ancestry
SAME124453	HG00567	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124035	HG01631	male	Iberian	EUR	European Ancestry
SAME123530	HG00579	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123116	HG01667	male	Iberian	EUR	European Ancestry
SAME124831	HG00581	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME122882	HG01465	female	Colombian	AMR	American Ancestry
SAME123167	HG01046	female	Dai Chinese	EAS	East Asian Ancestry
SAME124866	HG01053	female	Puerto Rican	AMR	American Ancestry
SAME124812	HG01763	female	Iberian	EUR	European Ancestry
SAME1840086	HG01058	female	Puerto Rican	AMR	American Ancestry
SAME1839665	HG01768	female	Iberian	EUR	European Ancestry
SAME123015	HG01060	male	Puerto Rican	AMR	American Ancestry
SAME124638	HG01770	female	Iberian	EUR	European Ancestry
SAME123080	HG00625	male	Southern Han Chinese	EAS	East Asian Ancestry
SAME124633	HG01775	male	Iberian	EUR	European Ancestry
SAME1839151	HG00632	female	Southern Han Chinese	EAS	East Asian Ancestry
SAME123192	HG01869	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME123710	HG00637	male	Puerto Rican	AMR	American Ancestry
SAME123398	HG01871	female	Kinh Vietnamese	EAS	East Asian Ancestry
SAME124091	HG01072	male	Puerto Rican	AMR	American Ancestry
SAME122848	HG01883	female	African Caribbean	AFR	African Ancestry
SAME1839581	HG01077	female	Puerto Rican	AMR	American Ancestry
SAME124426	HG01782	female	Iberian	EUR	European Ancestry
SAME125392	HG01084	female	Puerto Rican	AMR	American Ancestry
SAME1839432	HG01089	female	Puerto Rican	AMR	American Ancestry
SAME124218	HG01794	female	Dai Chinese	EAS	East Asian Ancestry
SAME125161	HG00108	male	British	EUR	European Ancestry
SAME124727	HG00978	female	Dai Chinese	EAS	East Asian Ancestry
SAME122852	HG01888	male	African Caribbean	AFR	African Ancestry
SAME125339	HG00110	female	British	EUR	European Ancestry
SAME123001	HG01274	male	Colombian	AMR	American Ancestry
SAME123028	HG01890	male	African Caribbean	AFR	African Ancestry
